,NDC Description,NADAC_Per_Unit,Effective_Date,Pricing_Unit,OTC,Classification_for_Rate_Setting,rx_name,dosage
6148563,ALBUTEROL SULFATE 2 MG TAB,3.18633,181017,EA,N,G,ALBUTEROL SULFATE,2 MG TAB
6150330,ALBUTEROL SULFATE 4 MG TAB,3.87300,181017,EA,N,G,ALBUTEROL SULFATE,4 MG TAB
6129523,ALBUTEROL SULFATE ER 4 MG TAB,1.36120,180919,EA,N,G,ALBUTEROL SULFATE ER,4 MG TAB
4593750,ALBUTEROL SULFATE ER 8 MG TAB,2.23004,160817,EA,N,G,ALBUTEROL SULFATE ER,8 MG TAB
6148812,ALCLOMETASONE DIPR 0.05% OINT,1.65167,180919,GM,N,G,ALCLOMETASONE DIPR,0.05% OINT
6148492,ALCLOMETASONE DIPRO 0.05% CRM,1.00648,181017,GM,N,G,ALCLOMETASONE DIPRO,0.05% CRM
6150984,ALDACTAZIDE 25-25 TABLET,2.54924,180101,EA,N,B,ALDACTAZIDE,25-25 TABLET
6147908,ALDACTAZIDE 50-50 TABLET,4.73231,180101,EA,N,B,ALDACTAZIDE,50-50 TABLET
6126909,ALDACTONE 25 MG TABLET,2.47127,180101,EA,N,B,ALDACTONE,25 MG TABLET
4602461,ALDARA 5% CREAM,74.99483,160817,EA,N,B,ALDARA,5% CREAM
6148600,ALENDRONATE SODIUM 10 MG TAB,0.14786,181017,EA,N,G,ALENDRONATE SODIUM,10 MG TAB
6150246,ALENDRONATE SODIUM 35 MG TAB,0.37543,181017,EA,N,G,ALENDRONATE SODIUM,35 MG TAB
6139395,ALENDRONATE SODIUM 5 MG TABLET,0.15497,181017,EA,N,G,ALENDRONATE SODIUM,5 MG TABLET
6151053,ALENDRONATE SODIUM 70 MG TAB,0.29292,181017,EA,N,G,ALENDRONATE SODIUM,70 MG TAB
6138472,ALERTNESS AID 200 MG TABLET,0.08105,181017,EA,Y,G,ALERTNESS AID,200 MG TABLET
6150829,ALFUZOSIN HCL ER 10 MG TABLET,0.13609,181017,EA,N,G,ALFUZOSIN HCL ER,10 MG TABLET
2772855,ALICLEN 6% SHAMPOO,0.12790,131218,ML,N,G,ALICLEN,6% SHAMPOO
5345832,ALINIA 100 MG/5 ML SUSPENSION,8.46413,171115,ML,N,B,ALINIA,100 MG/5 ML SUSPENSION
5227375,ALINIA 500 MG TABLET,91.92723,180117,EA,N,B,ALINIA,500 MG TABLET
3952319,ALKERAN 2 MG TABLET,10.96094,160217,EA,N,B,ALKERAN,2 MG TABLET
4193556,ALL DAY ALLERGY 10 MG CHEW TAB,1.81323,170222,EA,Y,G,ALL DAY ALLERGY,10 MG CHEW TAB
6149560,ALL DAY ALLERGY 10 MG TABLET,0.08097,181017,EA,Y,G,ALL DAY ALLERGY,10 MG TABLET
2911367,ALL DAY ALLERGY 5 MG CHEW TAB,1.66181,140618,EA,Y,G,ALL DAY ALLERGY,5 MG CHEW TAB
6147609,ALL DAY ALLERGY-D TABLET,0.77503,181017,EA,Y,G,ALL DAY ALLERGY-D,TABLET
6150547,ALL DAY PAIN RELIEF 220 MG TAB,0.05353,181017,EA,Y,G,ALL DAY PAIN RELIEF,220 MG TAB
6150047,ALL DAY PAIN RLF 220 MG CAPLET,0.05353,181017,EA,Y,G,ALL DAY PAIN RLF,220 MG CAPLET
6145887,ALL DAY RELIEF 220 MG CAPLET,0.05353,181017,EA,Y,G,ALL DAY RELIEF,220 MG CAPLET
6149436,ALL DAY RELIEF 220 MG TABLET,0.05353,181017,EA,Y,G,ALL DAY RELIEF,220 MG TABLET
6137135,ALL-NITE COLD-FLU RELIEF LIQ,0.01114,181017,ML,Y,G,ALL-NITE COLD-FLU RELIEF LIQ,
3057163,ALL-NITE LIQUID,0.01090,131121,ML,Y,G,ALL-NITE LIQUID,
4473496,ALLER-CHLOR 2 MG/5 ML SYRUP,0.02832,160622,ML,Y,G,ALLER-CHLOR,2 MG/5 ML SYRUP
6130723,ALLER-CHLOR 4 MG TABLET,0.01880,181017,EA,Y,G,ALLER-CHLOR,4 MG TABLET
1918706,ALLER-CHLOR SYRUP,0.01623,140219,ML,Y,G,ALLER-CHLOR SYRUP,
5906113,ALLER-EASE 180 MG TABLET,0.37385,180822,EA,Y,G,ALLER-EASE,180 MG TABLET
5756127,ALLER-EASE 30 MG/5 ML SUSP,0.05242,170920,ML,Y,G,ALLER-EASE,30 MG/5 ML SUSP
6137577,ALLER-EASE 60 MG TABLET,0.39004,181017,EA,Y,G,ALLER-EASE,60 MG TABLET
6150077,ALLER-G-TIME 25 MG CAPLET,0.02986,181017,EA,Y,G,ALLER-G-TIME,25 MG CAPLET
791131,ALLERGY & CONGEST RELIEF TB,0.44009,160217,EA,Y,G,ALLERGY & CONGEST RELIEF TB,
3203741,ALLERGY & CONGESTION RLF TAB,0.72203,160622,EA,Y,G,ALLERGY & CONGESTION RLF TAB,
6142708,ALLERGY (LORATADINE) 10 MG TAB,0.07355,181017,EA,Y,G,ALLERGY (LORATADINE),10 MG TAB
2245915,ALLERGY 0.025% EYE DROPS,1.61126,150520,ML,Y,G,ALLERGY,0.025% EYE DROPS
6047253,ALLERGY 10 MG TABLET,0.06979,180919,EA,Y,G,ALLERGY,10 MG TABLET
3066807,ALLERGY 2% CREAM,0.07358,140423,GM,Y,G,ALLERGY,2% CREAM
6147411,ALLERGY 25 MG CAPSULE,0.03420,181017,EA,Y,G,ALLERGY,25 MG CAPSULE
3025173,ALLERGY 25 MG SOFTGEL,0.02933,150218,EA,Y,G,ALLERGY,25 MG SOFTGEL
6145155,ALLERGY 25 MG TABLET,0.02986,181017,EA,Y,G,ALLERGY,25 MG TABLET
6150938,ALLERGY 4 MG TABLET,0.01880,181017,EA,Y,G,ALLERGY,4 MG TABLET
5656662,ALLERGY D-12 TABLET,0.64368,180523,EA,Y,G,ALLERGY D-12,TABLET
6149082,ALLERGY MULTI-SYMPTOM CAPLET,0.07400,181017,EA,Y,G,ALLERGY MULTI-SYMPTOM CAPLET,
6133002,ALLERGY PLUS-SINUS HA CAPLET,0.07400,180321,EA,Y,G,ALLERGY PLUS-SINUS HA CAPLET,
4248908,ALLERGY RELIEF 10 MG ODT,0.31111,160420,EA,Y,G,ALLERGY RELIEF,10 MG ODT
6149538,ALLERGY RELIEF 10 MG TABLET,0.07355,181017,EA,Y,G,ALLERGY RELIEF,10 MG TABLET
6129267,ALLERGY RELIEF 180 MG TABLET,0.34351,181024,EA,Y,G,ALLERGY RELIEF,180 MG TABLET
6137531,ALLERGY RELIEF 25 MG CAPSULE,0.03420,181017,EA,Y,G,ALLERGY RELIEF,25 MG CAPSULE
6144288,ALLERGY RELIEF 25 MG SOFTGEL,0.03420,181017,EA,Y,G,ALLERGY RELIEF,25 MG SOFTGEL
6132513,ALLERGY RELIEF 25 MG TABLET,0.02986,181024,EA,Y,G,ALLERGY RELIEF,25 MG TABLET
6148018,ALLERGY RELIEF 5 MG/5 ML SOLN,0.03900,181017,ML,Y,G,ALLERGY RELIEF,5 MG/5 ML SOLN
6130002,ALLERGY RELIEF 50 MCG SPRAY,0.76981,181017,ML,Y,G,ALLERGY RELIEF,50 MCG SPRAY
5727408,ALLERGY RELIEF D-24 TABLET,0.42753,180620,EA,Y,G,ALLERGY RELIEF D-24,TABLET
6148265,ALLERGY RELIEF D-24HR TABLET,0.41520,181017,EA,Y,G,ALLERGY RELIEF D-24HR,TABLET
4986514,ALLERGY RELIEF ER 12 MG TABLET,0.35889,171122,EA,Y,G,ALLERGY RELIEF ER,12 MG TABLET
4817962,ALLERGY RELIEF SYRUP,0.04198,171018,ML,Y,G,ALLERGY RELIEF SYRUP,
6150028,ALLERGY RELIEF-NASAL DECONG TB,0.41520,181017,EA,Y,G,ALLERGY RELIEF-NASAL DECONG TB,
6141052,ALLERGY-CONGES RELF ER TABLET,0.41520,181017,EA,Y,G,ALLERGY-CONGES RELF ER,TABLET
4194405,ALLERGY-CONGEST RELIEF ER TAB,0.42863,170419,EA,Y,G,ALLERGY-CONGEST RELIEF ER TAB,
4195800,ALLERGY-CONGESTION RELF ER TAB,0.42863,170419,EA,Y,G,ALLERGY-CONGESTION RELF ER TAB,
6149778,ALLERGY-CONGESTION RLF 12H TAB,0.84714,181017,EA,Y,G,ALLERGY-CONGESTION RLF,12H TAB
6147069,ALLERGY-TIME 4 MG TABLET,0.01880,181017,EA,Y,G,ALLERGY-TIME,4 MG TABLET
6147250,ALLERHIST 1.34 MG TABLET,0.26422,180523,EA,Y,G,ALLERHIST,1.34 MG TABLET
5570342,ALLERHIST-1 1.34 MG TABLET,0.25800,180221,EA,Y,G,ALLERHIST-1,1.34 MG TABLET
2284341,ALLFEN 400 MG TABLET,0.06101,150218,EA,Y,G,ALLFEN,400 MG TABLET
5980946,ALLFEN DM TABLET,0.07873,180822,EA,Y,G,ALLFEN DM,TABLET
6141301,ALLI 60 MG CAPSULE,0.46832,180606,EA,Y,B,ALLI,60 MG CAPSULE
6147682,ALLOPURINOL 100 MG TABLET,0.08843,181017,EA,N,G,ALLOPURINOL,100 MG TABLET
6151079,ALLOPURINOL 300 MG TABLET,0.13470,181017,EA,N,G,ALLOPURINOL,300 MG TABLET
6131440,ALMACONE CHEWABLE TABLET,0.02562,180718,EA,Y,G,ALMACONE CHEWABLE,TABLET
6142955,ALMACONE LIQUID,0.00636,181017,ML,Y,G,ALMACONE LIQUID,
6137775,ALMACONE-2 LIQUID,0.00768,181017,ML,Y,G,ALMACONE-2 LIQUID,
6148613,ALMOTRIPTAN MALATE 12.5 MG TAB,20.09659,181017,EA,N,G,ALMOTRIPTAN MALATE,12.5 MG TAB
4924463,ALMOTRIPTAN MALATE 6.25 MG TAB,31.15933,161019,EA,N,G,ALMOTRIPTAN MALATE,6.25 MG TAB
6132997,ALOCRIL 2% EYE DROPS,41.79000,180101,ML,N,B,ALOCRIL,2% EYE DROPS
5774882,ALOE VERA-LIDOCAINE GEL,0.01004,170719,GM,Y,G,ALOE VERA-LIDOCAINE GEL,
4158337,ALOE VESTA 2% ANTIFUNGAL OINT,0.07388,160323,GM,Y,G,ALOE VESTA,2% ANTIFUNGAL OINT
3432818,ALOE VESTA 2% OINTMENT,0.07388,160323,GM,Y,G,ALOE VESTA,2% OINTMENT
6130935,ALOE VESTA 43% PROTECTIVE OINT,0.03633,181017,GM,Y,G,ALOE VESTA,43% PROTECTIVE OINT
3067243,ALOE VESTA SKIN CONDITIONER 2,0.00689,140219,ML,Y,G,ALOE VESTA SKIN CONDITIONER,2
6133849,ALOGLIPTIN 12.5 MG TABLET,5.72492,181017,EA,N,G,ALOGLIPTIN,12.5 MG TABLET
6126505,ALOGLIPTIN 25 MG TABLET,5.19575,181017,EA,N,G,ALOGLIPTIN,25 MG TABLET
6147462,ALOGLIPTIN 6.25 MG TABLET,6.26300,171122,EA,N,G,ALOGLIPTIN,6.25 MG TABLET
6138575,ALOGLIPTIN-METFORMIN 12.5-1000,2.56125,181017,EA,N,G,ALOGLIPTIN-METFORMIN,12.5-1000
6147071,ALOGLIPTIN-METFORMIN 12.5-500,2.49837,181017,EA,N,G,ALOGLIPTIN-METFORMIN,12.5-500
5022506,ALOGLIPTIN-PIOGLIT 25-15 MG TB,6.43761,161123,EA,N,G,ALOGLIPTIN-PIOGLIT,25-15 MG TB
5990341,ALOGLIPTIN-PIOGLIT 25-30 MG TB,5.78013,170920,EA,N,G,ALOGLIPTIN-PIOGLIT,25-30 MG TB
6148957,ALOMIDE 0.1% EYE DROPS,16.67712,180103,ML,N,B,ALOMIDE,0.1% EYE DROPS
6129707,ALORA 0.025 MG PATCH,12.02563,180101,EA,N,B,ALORA,0.025 MG PATCH
6142825,ALORA 0.05 MG PATCH,13.55640,180101,EA,N,B,ALORA,0.05 MG PATCH
6143992,ALORA 0.075 MG PATCH,13.93353,180101,EA,N,B,ALORA,0.075 MG PATCH
6147605,ALORA 0.1 MG PATCH,14.15299,180101,EA,N,B,ALORA,0.1 MG PATCH
6150683,ALOSETRON HCL 0.5 MG TABLET,9.11567,181017,EA,N,G,ALOSETRON HCL,0.5 MG TABLET
6141708,ALOSETRON HCL 1 MG TABLET,23.13773,181017,EA,N,G,ALOSETRON HCL,1 MG TABLET
6149219,ALPHAGAN P 0.1% DROPS,28.05189,181017,ML,N,B,ALPHAGAN P,0.1% DROPS
6145865,ALPHAGAN P 0.15% EYE DROPS,29.83769,181017,ML,N,B,ALPHAGAN P,0.15% EYE DROPS
2619705,ALPHAQUIN HP 4% CREAM,0.71270,150819,GM,N,G,ALPHAQUIN HP,4% CREAM
3060101,ALPRAZOLAM 0.25 MG ODT,1.11008,140820,EA,N,G,ALPRAZOLAM,0.25 MG ODT
6150773,ALPRAZOLAM 0.25 MG TABLET,0.01842,181017,EA,N,G,ALPRAZOLAM,0.25 MG TABLET
2994012,ALPRAZOLAM 0.5 MG ODT,1.34668,141217,EA,N,G,ALPRAZOLAM,0.5 MG ODT
6149917,ALPRAZOLAM 0.5 MG TABLET,0.02129,181017,EA,N,G,ALPRAZOLAM,0.5 MG TABLET
2602787,ALPRAZOLAM 1 MG ODT,1.80928,140917,EA,N,G,ALPRAZOLAM,1 MG ODT
6151009,ALPRAZOLAM 1 MG TABLET,0.02431,181017,EA,N,G,ALPRAZOLAM,1 MG TABLET
3061163,ALPRAZOLAM 1 MG/ML ORAL CONC,2.18200,130523,ML,N,G,ALPRAZOLAM,1 MG/ML ORAL CONC
6150139,ALPRAZOLAM 2 MG TABLET,0.05285,181017,EA,N,G,ALPRAZOLAM,2 MG TABLET
6150480,ALPRAZOLAM ER 0.5 MG TABLET,0.23821,181017,EA,N,G,ALPRAZOLAM ER,0.5 MG TABLET
6144743,ALPRAZOLAM ER 1 MG TABLET,0.23506,181017,EA,N,G,ALPRAZOLAM ER,1 MG TABLET
6149040,ALPRAZOLAM ER 2 MG TABLET,0.25947,181017,EA,N,G,ALPRAZOLAM ER,2 MG TABLET
6149186,ALPRAZOLAM ER 3 MG TABLET,0.39536,180620,EA,N,G,ALPRAZOLAM ER,3 MG TABLET
3645255,ALPRAZOLAM ODT 0.25 MG TAB,1.13048,151118,EA,N,G,ALPRAZOLAM ODT,0.25 MG TAB
6150160,ALPRAZOLAM ODT 0.5 MG TAB,1.23894,180822,EA,N,G,ALPRAZOLAM ODT,0.5 MG TAB
4906503,ALPRAZOLAM ODT 1 MG TAB,1.75483,161019,EA,N,G,ALPRAZOLAM ODT,1 MG TAB
6135549,ALPRAZOLAM XR 0.5 MG TABLET,0.23821,181017,EA,N,G,ALPRAZOLAM XR,0.5 MG TABLET
6128738,ALPRAZOLAM XR 1 MG TABLET,0.23506,181017,EA,N,G,ALPRAZOLAM XR,1 MG TABLET
6150104,ALPRAZOLAM XR 2 MG TABLET,0.25947,181017,EA,N,G,ALPRAZOLAM XR,2 MG TABLET
6142925,ALPRAZOLAM XR 3 MG TABLET,0.39536,180620,EA,N,G,ALPRAZOLAM XR,3 MG TABLET
6142283,ALREX 0.2% EYE DROPS,40.86293,181017,ML,N,B,ALREX,0.2% EYE DROPS
4151264,ALTABAX 1% OINTMENT,13.53390,160401,GM,N,B,ALTABAX,1% OINTMENT
6144920,ALTACE 10 MG CAPSULE,7.03463,180101,EA,N,B,ALTACE,10 MG CAPSULE
6136936,ALTACE 2.5 MG CAPSULE,5.74430,180101,EA,N,B,ALTACE,2.5 MG CAPSULE
6138482,ALTACE 5 MG CAPSULE,6.08516,180101,EA,N,B,ALTACE,5 MG CAPSULE
6146877,ALTAVERA-28 TABLET,0.23146,181017,EA,N,G,ALTAVERA-28,TABLET
2714484,ALTOPREV 40 MG TABLET,15.37147,130408,EA,N,B,ALTOPREV,40 MG TABLET
4897684,ALTOPREV 60 MG TABLET,25.19915,170504,EA,N,B,ALTOPREV,60 MG TABLET
6148227,ALUMINUM HYDROXIDE GEL,0.00673,181017,ML,Y,G,ALUMINUM HYDROXIDE GEL,
2979058,ALUVEA 39% CREAM,1.44870,140820,GM,N,G,ALUVEA,39% CREAM
6149619,ALVESCO 160 MCG INHALER,39.78019,181017,GM,N,B,ALVESCO,160 MCG INHALER
6134418,ALVESCO 80 MCG INHALER,39.55031,180926,GM,N,B,ALVESCO,80 MCG INHALER
6145987,ALYACEN 1-35 28 TABLET,0.40586,181017,EA,N,G,ALYACEN,1-35 28 TABLET
5961412,ALYACEN 1-35-28 TABLET,0.43925,180822,EA,N,G,ALYACEN,1-35-28 TABLET
6140415,ALYACEN 7-7-7-28 TABLET,0.40732,181017,EA,N,G,ALYACEN,7-7-7-28 TABLET
6147098,AMABELZ 0.5 MG-0.1 MG TABLET,2.60466,181017,EA,N,G,AMABELZ,0.5 MG-0.1 MG TABLET
6132067,AMABELZ 1 MG-0.5 MG TABLET,2.33639,181017,EA,N,G,AMABELZ,1 MG-0.5 MG TABLET
6149285,AMANTADINE 100 MG CAPSULE,0.53225,181017,EA,N,G,AMANTADINE,100 MG CAPSULE
6150787,AMANTADINE 100 MG TABLET,0.92135,181017,EA,N,G,AMANTADINE,100 MG TABLET
6145947,AMANTADINE 50 MG/5 ML SOLUTION,0.01882,181017,ML,N,G,AMANTADINE,50 MG/5 ML SOLUTION
2720561,AMANTADINE 50 MG/5 ML SYRUP,0.02184,150218,ML,N,G,AMANTADINE,50 MG/5 ML SYRUP
4160335,AMARYL 2 MG TABLET,2.11562,160401,EA,N,B,AMARYL,2 MG TABLET
5759604,AMARYL 4 MG TABLET,3.90612,170719,EA,N,B,AMARYL,4 MG TABLET
2767888,AMBI 10PEH-4CPM TABLET,0.13155,150218,EA,Y,G,AMBI,10PEH-4CPM TABLET
1952461,AMBI 60PSE-400GFN TABLET,0.37293,150218,EA,Y,G,AMBI,60PSE-400GFN TABLET
2118407,AMBI 60PSE-4CPM TABLET,0.04842,150218,EA,Y,G,AMBI,60PSE-4CPM TABLET
6149960,AMBIEN 10 MG TABLET,16.10430,180221,EA,N,B,AMBIEN,10 MG TABLET
4143060,AMBIEN 5 MG TABLET,15.52726,160401,EA,N,B,AMBIEN,5 MG TABLET
6136595,AMBIEN CR 12.5 MG TABLET,16.22594,180919,EA,N,B,AMBIEN CR,12.5 MG TABLET
4152275,AMBIEN CR 6.25 MG TABLET,15.50153,160401,EA,N,B,AMBIEN CR,6.25 MG TABLET
3308401,AMCINONIDE 0.1% CREAM,6.26127,150722,GM,N,G,AMCINONIDE,0.1% CREAM
5109911,AMERGE 2.5 MG TABLET,54.26373,170101,EA,N,B,AMERGE,2.5 MG TABLET
6149638,AMETHIA 0.15-0.03-0.01 MG TAB,0.69864,181017,EA,N,G,AMETHIA,0.15-0.03-0.01 MG TAB
6149066,AMETHIA LO TABLET,0.90688,181017,EA,N,G,AMETHIA LO,TABLET
6127325,AMETHYST 90-20 MCG TABLET,1.28019,181017,EA,N,G,AMETHYST,90-20 MCG TABLET
5339420,AMICAR 500 MG TABLET,18.88567,170322,EA,N,B,AMICAR,500 MG TABLET
3047136,"AMIKACIN 1,000 MG/4 ML VIAL",2.84538,130620,ML,N,G,AMIKACIN,"1,000 MG/4 ML VIAL"
2913519,AMIKACIN SULF 1 GRAM/4 ML VIAL,2.84538,130620,ML,N,G,AMIKACIN SULF,1 GRAM/4 ML VIAL
6148899,AMILORIDE HCL 5 MG TABLET,0.18125,181017,EA,N,G,AMILORIDE HCL,5 MG TABLET
6143089,AMILORIDE HCL-HYDROCHLOROTHIAZIDE 5-50 MG TAB,0.37435,181017,EA,N,G,AMILORIDE HCL-HYDROCHLOROTHIAZIDE,5-50 MG TAB
3109400,AMINOCAPROIC ACID 500 MG TAB,4.38172,150617,EA,N,G,AMINOCAPROIC ACID,500 MG TAB
6142829,AMIODARONE HCL 100 MG TABLET,2.12388,181017,EA,N,G,AMIODARONE HCL,100 MG TABLET
6148288,AMIODARONE HCL 200 MG TABLET,0.12602,181017,EA,N,G,AMIODARONE HCL,200 MG TABLET
6149975,AMIODARONE HCL 400 MG TABLET,2.95572,181017,EA,N,G,AMIODARONE HCL,400 MG TABLET
6139340,AMITIZA 24 MCG CAPSULES,5.93945,181017,EA,N,B,AMITIZA,24 MCG CAPSULES
6139878,AMITIZA 8 MCG CAPSULE,5.95507,181017,EA,N,B,AMITIZA,8 MCG CAPSULE
6151076,AMITRIPTYLINE HCL 10 MG TAB,0.08763,181017,EA,N,G,AMITRIPTYLINE HCL,10 MG TAB
6145449,AMITRIPTYLINE HCL 100 MG TAB,0.65684,181017,EA,N,G,AMITRIPTYLINE HCL,100 MG TAB
6150981,AMITRIPTYLINE HCL 150 MG TAB,1.10187,181017,EA,N,G,AMITRIPTYLINE HCL,150 MG TAB
6149777,AMITRIPTYLINE HCL 25 MG TAB,0.15801,181017,EA,N,G,AMITRIPTYLINE HCL,25 MG TAB
6149288,AMITRIPTYLINE HCL 50 MG TAB,0.30940,181017,EA,N,G,AMITRIPTYLINE HCL,50 MG TAB
6150664,AMITRIPTYLINE HCL 75 MG TAB,0.57236,181017,EA,N,G,AMITRIPTYLINE HCL,75 MG TAB
6151139,AMLODIPINE BESYLATE 10 MG TAB,0.02504,181017,EA,N,G,AMLODIPINE BESYLATE,10 MG TAB
6150898,AMLODIPINE BESYLATE 2.5 MG TAB,0.01589,181017,EA,N,G,AMLODIPINE BESYLATE,2.5 MG TAB
6151040,AMLODIPINE BESYLATE 5 MG TAB,0.01306,181017,EA,N,G,AMLODIPINE BESYLATE,5 MG TAB
6150155,AMLODIPINE-ATORVAST 10-10 MG,2.96592,181017,EA,N,G,AMLODIPINE-ATORVAST,10-10 MG
6148831,AMLODIPINE-ATORVAST 10-20 MG,3.55004,181017,EA,N,G,AMLODIPINE-ATORVAST,10-20 MG
6150865,AMLODIPINE-ATORVAST 10-40 MG,3.39746,181017,EA,N,G,AMLODIPINE-ATORVAST,10-40 MG
6137378,AMLODIPINE-ATORVAST 10-80 MG,4.15817,171122,EA,N,G,AMLODIPINE-ATORVAST,10-80 MG
3059255,AMLODIPINE-ATORVAST 2.5-10 MG,3.69600,141119,EA,N,G,AMLODIPINE-ATORVAST,2.5-10 MG
3057654,AMLODIPINE-ATORVAST 2.5-20 MG,5.26453,141119,EA,N,G,AMLODIPINE-ATORVAST,2.5-20 MG
6150409,AMLODIPINE-ATORVAST 5-10 MG,2.58924,181017,EA,N,G,AMLODIPINE-ATORVAST,5-10 MG
6135765,AMLODIPINE-ATORVAST 5-20 MG,2.26448,181017,EA,N,G,AMLODIPINE-ATORVAST,5-20 MG
6149381,AMLODIPINE-ATORVAST 5-40 MG,4.36358,180919,EA,N,G,AMLODIPINE-ATORVAST,5-40 MG
5774988,AMLODIPINE-ATORVAST 5-80 MG,4.55620,170719,EA,N,G,AMLODIPINE-ATORVAST,5-80 MG
6150914,AMLODIPINE-BENAZEPRIL 10-20 MG,0.15040,181017,EA,N,G,AMLODIPINE-BENAZEPRIL,10-20 MG
6148715,AMLODIPINE-BENAZEPRIL 10-40 MG,0.16717,181017,EA,N,G,AMLODIPINE-BENAZEPRIL,10-40 MG
6150618,AMLODIPINE-BENAZEPRIL 2.5-10,0.16866,181017,EA,N,G,AMLODIPINE-BENAZEPRIL,2.5-10
6150232,AMLODIPINE-BENAZEPRIL 5-10 MG,0.13499,181017,EA,N,G,AMLODIPINE-BENAZEPRIL,5-10 MG
6150752,AMLODIPINE-BENAZEPRIL 5-20 MG,0.12746,181017,EA,N,G,AMLODIPINE-BENAZEPRIL,5-20 MG
6149023,AMLODIPINE-BENAZEPRIL 5-40 MG,0.15571,181017,EA,N,G,AMLODIPINE-BENAZEPRIL,5-40 MG
6149197,AMLODIPINE-OLMESARTAN 10-20 MG,0.69795,181017,EA,N,G,AMLODIPINE-OLMESARTAN,10-20 MG
6150931,AMLODIPINE-OLMESARTAN 10-40 MG,0.74016,181017,EA,N,G,AMLODIPINE-OLMESARTAN,10-40 MG
6150281,AMLODIPINE-OLMESARTAN 5-20 MG,0.60243,181017,EA,N,G,AMLODIPINE-OLMESARTAN,5-20 MG
6151177,AMLODIPINE-OLMESARTAN 5-40 MG,0.75674,181017,EA,N,G,AMLODIPINE-OLMESARTAN,5-40 MG
6150029,AMLODIPINE-VALSARTAN 10-160 MG,0.41295,181017,EA,N,G,AMLODIPINE-VALSARTAN,10-160 MG
6147729,AMLODIPINE-VALSARTAN 10-320 MG,0.52217,181017,EA,N,G,AMLODIPINE-VALSARTAN,10-320 MG
6148875,AMLODIPINE-VALSARTAN 5-160 MG,0.37695,181017,EA,N,G,AMLODIPINE-VALSARTAN,5-160 MG
6150262,AMLODIPINE-VALSARTAN 5-320 MG,0.46690,181017,EA,N,G,AMLODIPINE-VALSARTAN,5-320 MG
6150711,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-160-12.5 MG TAB,1.67994,181017,EA,N,G,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,10-160-12.5 MG TAB
6150086,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-160-25 MG TAB,1.84523,181017,EA,N,G,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,10-160-25 MG TAB
6147548,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-320-25 MG TAB,1.24179,181017,EA,N,G,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,10-320-25 MG TAB
6140344,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 5-160-12.5 MG TAB,1.22639,181017,EA,N,G,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,5-160-12.5 MG TAB
6146113,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 5-160-25 MG TAB,0.74422,181017,EA,N,G,AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE,5-160-25 MG TAB
6149548,AMMONIA INHALANT AMPULE,0.44367,180822,EA,Y,G,AMMONIA INHALANT AMPULE,
6147338,AMMONIUM LACTATE 12% CREAM,0.07203,181017,GM,N,G,AMMONIUM LACTATE,12% CREAM
6148925,AMMONIUM LACTATE 12% LOTION,0.06788,181017,GM,N,G,AMMONIUM LACTATE,12% LOTION
6139454,AMNESTEEM 10 MG CAPSULE,3.37467,181017,EA,N,G,AMNESTEEM,10 MG CAPSULE
6149222,AMNESTEEM 20 MG CAPSULE,4.10837,181017,EA,N,G,AMNESTEEM,20 MG CAPSULE
6128251,AMNESTEEM 40 MG CAPSULE,4.24213,181017,EA,N,G,AMNESTEEM,40 MG CAPSULE
579367,AMOX TR-K CLV 200-28.5/5 SUSP,0.06841,151118,ML,N,G,AMOX TR-K CLV,200-28.5/5 SUSP
619044,AMOX TR-K CLV 250-125 MG TAB,2.92206,151118,EA,N,G,AMOX TR-K CLV,250-125 MG TAB
596935,AMOX TR-K CLV 250-62.5/5 SUSP,0.53889,151118,ML,N,G,AMOX TR-K CLV,250-62.5/5 SUSP
503156,AMOX TR-K CLV 400-57 TAB CHEW,3.46810,151118,EA,N,G,AMOX TR-K CLV,400-57 TAB CHEW
589783,AMOX TR-K CLV 400-57/5 SUSP,0.09621,151118,ML,N,G,AMOX TR-K CLV,400-57/5 SUSP
540932,AMOX TR-K CLV 500-125 MG TAB,0.42994,151118,EA,N,G,AMOX TR-K CLV,500-125 MG TAB
610541,AMOX TR-K CLV 600-42.9/5 SUSP,0.08985,151118,ML,N,G,AMOX TR-K CLV,600-42.9/5 SUSP
568649,AMOX TR-K CLV 875-125 MG TAB,0.46119,151118,EA,N,G,AMOX TR-K CLV,875-125 MG TAB
6147833,AMOX-CLAV 200-28.5 MG/5 ML SUS,0.07846,181017,ML,N,G,AMOX-CLAV,200-28.5 MG/5 ML SUS
6150413,AMOX-CLAV 250-125 MG TABLET,3.58494,180620,EA,N,G,AMOX-CLAV,250-125 MG TABLET
